Today there are very few people ( are / help / to / who / willing ) the poor and the elderly.  This is probably due to the fact that the economy is not doing so well.,Today there are very few people who are willing to help the poor and the elderly.
The earth is always moving.  It spins like a top and also travels around the sun at the same time.  We use ( to / the earth / of / measure / these motions ) the length of the days and years.,We use these motions of the earth to measure the length of the days and years.
"A: I'd like to get a ticket on the 10:30 train to Boston this Friday.
B: I'm sorry, but ( on / there / left / no seats / are ) that train.","I'm sorry, but there are no seats left on that train."
"A: How much is the bus (   ) to the National Museum?
B: Five hundred and thirty yen.
1 fee  2 price  3 cost  4 fare",4
"A: Could you (   ) me a few minutes?
B: I'm sorry, I can't.  I have to go out right now.
1 spend  2 leave　3 borrow  4 spare",4
"It'll make little (   ) whether Mike attends the next meeting or not.
1 result  2 effort  3 difference  4 happening",3
"A: Will you (   ) me with Mr. Johnson?
B: I'm sorry, sir, his line is busy.  Can you wait a minute?
1 exchange  2 send  3 connect  4 phone",3
"A: When did you come back from America?
B: Three days ago, but I'm still (   ) from jet lag.
1 disappearing  2 suffering  3 escaping  4 hurting",2
"Seen from a (   ), the mountain looks like a horse's back.
1 destination  2 distance  3 danger  4 direction",2
"A: I wonder when I'll visit you.
B: Please come and see me when it is (   ) for you.
1 helpful  2 convenient  3 polite  4 generous",2
"His daughter (   ) to him why she was late getting home.
1 suggested  2 explained  3 turned  4 advised",2
"On a clear day, the island is (   ) from over 100 miles away.
1 difinite  2 possible  3 remote  4 visible",4
"A: Wasn't his (   ) of experience one of the couses of the accident?
B: That's possible.
1 none  2 sense  3 lack  4 fault",3
"A: When I was shopping last Sunday. I ran (   ) Paul.
B: Wow!  I haven't seen him since I graduated from high school.
1 over  2 out  3 across  4 along",3
"The food in Thailand was very good.  So I (   ) a lot of weight during my vacation there.
1 made up  2 put on  3 got on  4 gave up",2
"Make (   ) that the doors and windows are locked before going out.
1 out  2 it  3 believe  4 sure",4
"A: Please (   ) yourself at home and stay here as long as you like.
B: Thank you very much for your kindness.
1 send  2 make  3 save  4 keep",2
"A: Do you mind waiting a few minutes, Jim?
B: No, (   ) your time.  We're not in a hurry.
1 take  2 make  3 save  4 keep",1
"Everybody in my class trusts David because he never (   ) a promise.
1 holds  2 throws  3 keeps  4 breaks",4
"A: What's the climate like in Egypt, Dick?
B: Well, in (   ), it's hot and dry throughout the year.
1 large  2 general  3 most  4 whole",2
"Look!  There's a cat in the house.  Someone must have left the door (   ).
1 be opened  2 opening  3 open  4 to open",3
"In Peru all children have to attend elementary school.  However, 23 percent of students stop  (   ) to school before the fifth grade.
1 go  2 to go  3 going  4 gone",3
"A: I'm afraid we've missed the train.
B: No problem.  Trains come in (   ) 15 minutes.
1 every  2 all  3 any  4 either",1
Eating too much is bad for your health.,食べすぎは健康に悪い。
Climbing that mountain is not easy.,あの山に登るのは簡単ではない。
Her job is teaching music to students.,彼女の仕事は生徒に音楽を教えることだ。
"私たちはこの前の冬に北海道でスキーを楽しんだ。
( skiing /enjoyed / we / in Hokkaido ) last winter.",We enjoyed skiing in Hokkaido last winter.
"その作家は今朝、小説を書き終えた。
( his novel / writing / the writer / finished ) this morning.",The writer finished writing his novel this morning.
"私は９月にニュージーランドを訪問することを考えている。
( I'm / New Zealand / of / thinking / visiting ) in September.",I'm thinking of visiting New Zealand in September.
"決してあきらめないことがとても大切だ。
( giving up / is / never ) very important.",Never giving up is very important.
"私は彼が試験に合格することを確信している。
I'm sure of ( passing / his / the exam ).",I'm sure of his passing the exam.
"彼女は息子が医者なのを誇りに思っている。
She is proud of ( her son / a doctor / being ).",She is proud of her son [ her son's ] being a doctor.
"ベンは今度の週末に東京に行くことを楽しみにしている。
Ben is looking (   ) (   ) (   ) to Tokyo next weekend.",forward / to / going
"私は中華料理が食べたい気分だ。
I feel (  ) (   ) Chinese food.",like / eating [having ]
"ジョンは漢字を読むことに慣れていない。
John isn't (   ) (   ) (   ) kanji.",used [ accustomed ] / to / reading
"日本語の意味にあうように動名詞を使って
A: (   ) (   ) (   ) (   ) (   ) you a question?　あなたに質問をしてもいいですか。
B: No. Go ahead.",Do / you / mind / me (my ) / asking
(   ) other cultures is really important. ( understand を適切な形に変えて）,Understanding
My hobby is (   ) pictures. ( take を適切な形に変えて）,taking
I enjoyed (   ) those songs with my friends. ( sing を適切な形に変えて）,singing
I'm thinking of (   ) science at university. ( study を適切な形に変えて）,studying
Do you mind (   ) (   ) here? ( 「私が座ること」の意味で）,me [ my ] / sitting
She was worried about (   ) (   ) (   ) sick. ( 「息子が病気になること」の意味で）,her / son [ son's ] / getting
(   ) (   ) lies is important. (  not tell を適切な形に変えて）,Not / telling
I'm looking forward (   ) (   ) you soon. ( see を適切な形に変え、楽しみに待つの意味で）,to / seeing
I'm not used (   ) (   ) in big cities. ( live を適切な形に変え、慣れていないの意味で）,to / living
Do you mind ( some questions / asking / my / you ) ?,Do you mind my asking you some questions?
He's worried about ( alone / daughter's / his / living ).,He's worried about his daughter's living alone.
Judy was sorry for ( see / coming / not / to) you.,Judy was sorry for not coming to see you.
Is he used to speaking in public?,彼は人前で話すのに慣れていますか。
What do you say to having dinner with me?,夕食を一緒に取るのはどうですか。
"彼の夢は、熱気球に乗って空を飛ぶことだった。
His dream was (   ) in a hot air balloon. ( fly を適切な形に変えて）",flying
"私たちは池田氏とゴルフをして楽しんだ。
We (   ) (   ) golf with Mr. Ikeda. ( enjoy / play を適切な形に変えて） ",enjoyed / playing
"決して外食をしないことが彼のモットーだ。
(   ) (   ) out is his motto. ( eat を適切な形に変えて）",Never / eating
"あなたとまたテニスをするのを楽しみにしています。
I'm looking forward (   ) (   ) tennis with you again.　( play を適切な形に変えて）",to /playing
"私に怒らないでくれてありがとう。
Thank you for (   ) (   ) angry with me.",not / being
"あなたと夕食をご一緒できるなんて光栄です。
(   ) (   ) (   ) you is an honor. ( have を適切な形に変えて）",Having / dinner / with
"あなたは彼がホームランを打つことを確信していますか。
Are you sure of (   ) (   ) a home run? ( hit を適切な形に変えて）",him [ his ] / hitting
"私たちの息子が明日のレースで勝つことは、私たちを誇らしく感じさせるだろう。
(   ) (   ) (   ) the race tomorrow will make us feel proud.",Our / son [ son's ] / winning
"今日は泳ぎに行きたい気分だ。
I feel (   ) (   ) swimming today.",like / going
"あなたはその答えを知らないことを恥じる必要はない。
You don't have to be ashamed of (   ) (   ) the answer.",not / knowing
"彼はテニスの試合に勝ったことを誇りに思っている。
He is proud of (   )(    ) the tennis match.　（動名詞の完了形で）",having / won
"私たちはよいアパートを見つけたことがうれしい。
We are happy about (   ) (   ) a nice apartment.（動名詞の完了形で）",having / found
"パーティに遅刻して申し訳ありません。
I'm sorry for (   ) (   ) late for the party. （動名詞の完了形で）",having / been
"私は子どものように扱われるのが好きではない。
I don't like (   ) (   ) like a child. （動名詞の受動態）",being / treated
"彼女は何度も同じ質問をされるのに飽き飽きしている。
She is tired of (   ) (   ) the same question again and again. （動名詞の受動態）",being / asked
I want ( 1 to be  2 being ) a soccer player in the future.,1
My father enjoys ( 1 to go  2 going ) to see movies on weekends.,2
She decided ( 1 to buy  2 buying ) an electronic dictionary.,1
I never imagined ( 1 to become  2 becoming ) a doctor when I was a child.,2
My grandfather gave up ( 1 to smoke  2 smoking ) last year.,2
"学校に行く途中で、忘れずにこの手紙を出してください。
Don't forget  (   ) this letter on your way to school. ( [ mail ]を適切な形にして）",to mail
"私は彼女に会ったことを決して忘れないだろう。
I'll never forget (   ) her. ( [ meet ] を適切な形にして）",meeting
